period,plantid,latitude,longitude
2023-01,60302,38.695519,-76.827785
2023-01,63289,39.37614,-76.46813
2023-01,60353,39.651002,-75.808331
2023-01,61738,39.017238,-76.908997
2023-01,66100,44.2424,-69.7543
2023-01,61460,44.804,-69.838
2023-01,58686,44.760833,-68.146944
2023-01,50650,45.140614,-70.425577
2023-01,10555,45.6603,-69.812168
2023-01,55068,44.8242,-68.7094
2023-01,55294,43.6575,-70.375
2023-01,10613,45.1554,-67.4012
2023-01,50225,43.6556,-70.3347
2023-01,1516,46.556477,-68.325538
2023-01,54134,45.647179,-68.704368
2023-01,50051,44.7383,-68.8258
2023-01,50702,43.226977,-70.810888
2023-01,50447,43.684857,-70.353152
2023-01,50230,44.3331,-69.2019
2023-01,64408,44.3331,-69.2019
2023-01,50406,44.703467,-69.647441
2023-01,1484,43.6436,-70.2544
2023-01,59222,45.07,-68.21
2023-01,10186,44.7975,-69.8867
2023-01,50758,43.957448,-70.024158
2023-01,50047,44.503704,-70.220971
2023-01,50080,44.477807,-70.200759
2023-01,50081,44.503431,-70.249137
2023-01,50082,44.470511,-70.187333
2023-01,50278,43.994729,-70.061921
2023-01,58153,44.808333,-68.750833
2023-01,58146,47.358139,-68.330855
2023-01,50699,45.1868,-68.4649
2023-01,54124,44.721371,-69.411992
2023-01,10728,44.0867,-70.2297
2023-01,50688,44.221796,-69.785675
2023-01,52171,44.08687,-70.229294
2023-01,54123,44.111236,-70.390673
2023-01,55100,44.5303,-70.5219
2023-01,57130,44.4967,-69.35
2023-01,54085,44.506273,-70.239474
2023-01,55031,44.506315,-70.242312
2023-01,54148,44.563031,-69.619162
2023-01,10523,44.580175,-69.55452
2023-01,1497,44.548544,-69.710404
2023-01,1493,43.8525,-70.7969
2023-01,1501,43.802517,-70.44992
2023-01,1504,44.629517,-69.583527
2023-01,1505,43.5708,-70.5583
2023-01,1508,43.66687,-70.602125
2023-01,1498,44.569872,-69.681841
2023-01,1500,44.534397,-69.652232
2023-01,10354,44.431667,-70.1619
2023-01,58026,44.415587,-70.559814
2023-01,1509,44.763875,-69.71828
2023-01,1510,44.9589,-69.8703
2023-01,1511,45.0703,-69.9064
2023-01,50999,44.9439,-70.9975
2023-01,57354,44.094167,-68.865833
2023-01,57568,44.633611,-70.627777
2023-01,1507,43.7508,-70.1567
2023-01,50035,44.067792,-70.260831
2023-01,57016,44.7014,-69.8319
2023-01,10493,44.5486,-70.6283
2023-01,805,44.099461,-70.220851
2023-01,1482,43.687688,-70.611553
2023-01,1483,43.920486,-69.967819
2023-01,1486,43.4956,-70.4472
2023-01,1488,44.134572,-70.203715
2023-01,1491,44.152854,-70.209378
2023-01,1492,45.4592,-69.8658
2023-01,54202,44.087963,-70.212368
2023-01,50243,44.5738,-68.8046
2023-01,10066,44.5467,-69.6292
2023-01,57083,44.723056,-68.2425
2023-01,1469,44.544200000000004,-68.4306
2023-01,1475,44.942064,-68.64504
2023-01,1478,44.9094,-68.6833
2023-01,10255,45.2497,-68.6483
2023-01,55288,45.6072,-68.5453
2023-01,57184,44.8803,-68.6647
2023-01,59437,44.912667,-68.683833
2023-01,59438,44.884444,-68.663889
2023-01,65996,44.98,-69.54635
2023-01,64062,44.84,-69.31
2023-01,64068,44.535671,-68.354732
2023-01,64069,44.56,-69.59
2023-01,64070,44.534547,-68.378789
2023-01,64078,44.814009,-69.449561
2023-01,65532,43.79322,-70.75685
2023-01,65533,44.36124,-69.79636
2023-01,65534,44.192188,-70.021685
2023-01,63667,43.4569,-70.7803
2023-01,63897,44.151,-70.476
2023-01,63896,44.634,-69.597
2023-01,63895,44.328,-69.731
2023-01,63894,45.267,-68.991
2023-01,65858,45.011548,-69.0267
2023-01,65859,44.791662,-69.7374
2023-01,60404,44.777337,-68.523419
2023-01,66086,45.24368,-69.01552
2023-01,56829,45.3853,-70.5258
2023-01,66381,43.897,-69.947
2023-01,66087,44.48002,-70.16987
2023-01,66243,44.050556,-70.307056
2023-01,63132,44.722519,-68.163611
2023-01,62857,44.6148,-70.6176
2023-01,66283,44.7821,-68.5201
2023-01,65112,44.74111,-69.762861
2023-01,64673,43.543731,-70.912751
2023-01,64675,43.970601,-70.576964
2023-01,58608,44.593333,-70.381111
2023-01,58620,44.514722,-70.303056
2023-01,10491,44.546503,-70.544286
2023-01,10495,44.5513,-70.5414
2023-01,10700,44.918063,-68.63554
2023-01,10765,44.6781,-67.5477
2023-01,10766,45.2537,-68.62792
2023-01,65460,44.85045,-69.45384
2023-01,65461,44.598,-69.357
2023-01,64337,44.654659,-70.100835
2023-01,60457,44.945514,-69.660705
2023-01,66244,44.528235,-69.69731
2023-01,66245,44.15792,-70.197138
2023-01,66246,44.061033,-70.153695
2023-01,64763,44.532169,-70.518959
2023-01,64764,44.804,-69.841
2023-01,64765,44.793,-69.876
2023-01,60640,44.557725,-69.671364
2023-01,65370,44.17362,-69.12333
2023-01,56448,46.54422,-67.8111
2023-01,56989,45.4822,-67.9944
2023-01,56990,45.34598,-68.3802
2023-01,56991,45.61498,-67.971
2023-01,57002,46.058056,-68.147222
2023-01,57531,45.103333,-69.761944
2023-01,64097,41.75,-85.45
2023-01,61391,46.792669,-88.614009
2023-01,58690,43.815032,-83.315002
2023-01,54965,42.8183,-82.4856
2023-01,55944,45.7644,-84.7381
2023-01,7398,43.582846,-83.896696
2023-01,7399,43.595101,-83.89986
2023-01,1694,42.563803,-85.953976
2023-01,1693,44.561961,-83.804505
2023-01,1698,44.259135,-85.939565
2023-01,1700,44.472624,-83.571947
2023-01,1701,43.437322,-85.664462
2023-01,1702,43.644996,-83.840074
2023-01,1704,44.455518,-83.676274
2023-01,1705,44.435381,-83.440722
2023-01,1707,43.486618,-85.629866
2023-01,1750,45.955014,-86.256291
2023-01,1751,46.4974,-84.332
2023-01,7497,43.271944,-82.613889
2023-01,1821,46.106278,-88.334531
2023-01,1730,42.5497,-83.4425
2023-01,59467,41.919444,-85.024167
2023-01,1708,44.36286,-85.819968
2023-01,1710,42.910296,-86.20074
2023-01,1713,43.8942,-86.4447
2023-01,1712,44.4631,-83.7208
2023-01,56190,43.590456,-84.779
2023-01,6369,45.98363,-83.90788
2023-01,10822,44.604921,-84.690578
2023-01,54751,43.08511,-83.669386
2023-01,55101,42.281345,-85.494956
2023-01,55102,45.030397,-84.730795
2023-01,1868,46.37437,-84.41723
2023-01,6035,43.1056,-82.6964
2023-01,55402,43.1864,-84.8429
2023-01,55718,42.7725,-82.4953
2023-01,60346,43.040011,-83.333247
2023-01,60347,43.034739,-83.308886
2023-01,60348,42.378001,-83.200064
2023-01,61106,43.524324,-84.696781
2023-01,62192,42.773716,-82.479331
2023-01,62289,42.2969,-83.23125
2023-01,6034,42.7756,-82.495
2023-01,62290,43.262611,-84.499838
2023-01,62815,45.683618,-86.645742
2023-01,63601,43.684092,-84.788455
2023-01,1725,42.658653,-84.095181
2023-01,1728,42.2947,-83.1019
2023-01,1729,41.9631,-83.2581
2023-01,1733,41.8906,-83.3464
2023-01,1734,42.45,-83.0381
2023-01,55088,42.3026,-83.154
2023-01,1714,44.661114,-84.131691
2023-01,1716,43.613001,-85.479469
2023-01,1722,42.9528,-84.9025
2023-01,55087,42.8206,-85.9975
2023-01,55270,42.2488,-84.3767
2023-01,57984,43.871944,-86.334722
2023-01,58830,43.610278,-83.485556
2023-01,1737,42.7106,-83.4569
2023-01,1739,42.7108,-83.4561
2023-01,1740,42.2739,-83.1119
2023-01,57421,43.433889,-84.4975
2023-01,57851,43.850833,-82.783611
2023-01,57852,43.67,-82.758611
2023-01,1741,42.1225,-83.185
2023-01,1743,42.7642,-82.4719
2023-01,1744,42.2639,-83.6422
2023-01,1746,43.4566,-83.1889
2023-01,1735,43.8264,-83.2383
2023-01,60117,42.2525,-85.64273
2023-01,60118,42.9531,-85.90117
2023-01,61909,42.26,-85.649722
2023-01,63686,41.935,-84.477
2023-01,63687,43.1695,-84.8653
2023-01,65029,43.007,-85.724
2023-01,57853,43.871944,-83.241388
2023-01,58121,43.8825,-83.161389
2023-01,58719,43.757778,-83.297778
2023-01,60017,42.323377,-83.680252
2023-01,60018,42.317437,-83.209489
2023-01,60019,43.1056,-82.6964
2023-01,1848,45.74123,-87.86278
2023-01,1757,46.564601,-90.416147
2023-01,1851,42.868611,-84.895555
2023-01,10656,41.8203,-86.2592
2023-01,54057,42.166106,-83.212903
2023-01,50260,42.2917,-83.2119
2023-01,50461,45.637537,-84.481387
2023-01,59436,42.981667,-83.979444
2023-01,59574,41.808611,-86.323889
2023-01,63709,42.783,-85.92195
2023-01,66311,42.585502,-83.584929
2023-01,1846,46.351975,-85.506408
2023-01,54890,43.27975,-83.865066
2023-01,1852,43.4019,-84.6014
2023-01,1853,43.732508,-83.453306
2023-01,7806,43.740164,-83.449953
2023-01,57706,42.91577,-82.594507
2023-01,57888,43.8556,-83.1669
2023-01,54340,45.1025,-83.5189
2023-01,54341,45.0933,-83.5025
2023-01,54342,45.0717,-83.4381
2023-01,54989,42.764456,-82.747087
2023-01,50409,45.1069,-87.6378
2023-01,50433,42.950642,-85.485944
2023-01,50436,42.909408,-85.49888
2023-01,50437,42.214264,-83.440692
2023-01,1871,45.391984,-84.333257
2023-01,1875,43.7217,-82.9388
2023-01,1829,41.9061,-84.6319
2023-01,54604,42.299332,-83.705318
2023-01,1774,46.6964,-89.2089
2023-01,1773,46.7261,-88.6625
2023-01,7115,46.5628,-87.5686
2023-01,57949,43.741111,-83.447222
2023-01,7116,46.5717,-87.4764
2023-01,7119,45.8475,-87.0036
2023-01,50431,42.281167,-83.734617
2023-01,57950,43.266389,-82.619167
2023-01,58546,42.175833,-86.28
2023-01,54536,42.105669,-83.498845
2023-01,10208,45.8044,-87.0891
2023-01,56635,43.83,-83.2064
2023-01,56659,43.663056,-82.746944
2023-01,1772,46.7553,-88.4558
2023-01,54903,41.890968,-83.99286
2023-01,58427,42.719722,-84.551667
2023-01,63259,42.690644,-84.657783
2023-01,1874,43.4659,-83.3278
2023-01,50770,44.204,-85.2206
2023-01,50772,44.68,-83.4167
2023-01,57405,42.7225,-83.263055
2023-01,57443,42.765,-82.745555
2023-01,7984,44.6889,-85.2019
2023-01,10532,42.791028,-84.695682
2023-01,54756,43.047306,-85.956173
2023-01,62677,42.32345,-83.42888
2023-01,58161,42.28,-85.606389
2023-01,54757,42.908815,-83.725085
2023-01,54910,43.17642,-83.847974
2023-01,56851,42.7814,-85.6728
2023-01,56852,43.8983,-83.9494
2023-01,50251,45.7956,-87.9556
2023-01,58677,43.408056,-84.462222
2023-01,50305,45.069929,-83.408182
2023-01,6356,42.792645,-86.103583
2023-01,7268,42.7553,-86.0853
2023-01,59093,42.7925,-86.092222
2023-01,1855,41.7992,-85.4256
2023-01,1856,41.9711,-85.5381
2023-01,54867,46.4094,-86.6443
2023-01,54539,42.985,-83.9764
2023-01,55799,42.4628,-85.6961
2023-01,1866,42.2081,-83.1453
2023-01,50835,44.217299,-86.28905
2023-01,1787,45.3547,-87.6494
2023-01,58052,42.3221,-85.2043
2023-01,58066,44.213333,-86.286667
2023-01,1877,43.8393,-85.426
2023-01,1873,45.36282,-84.29497
2023-01,58020,43.256944,-84.499722
2023-01,57024,43.9906,-84.8003
2023-01,7932,45.0046,-84.7218
2023-01,7972,42.167,-83.5318
2023-01,59926,45.063748,-84.825348
2023-01,1776,45.5136,-87.8011
2023-01,1777,46.1311,-88.225
2023-01,1778,45.807956,-88.125121
2023-01,1880,42.731,-85.8551
2023-01,1881,43.4016,-84.9141
2023-01,1780,45.9553,-88.1958
2023-01,1781,45.990781,-88.210514
2023-01,1786,45.482084,-87.802178
2023-01,1785,46.1592,-88.2353
2023-01,1867,42.8067,-86.0558
2023-01,56503,42.8333,-86.0053
2023-01,55596,42.395335,-83.557999
2023-01,55597,42.356343,-85.005779
2023-01,7820,45.7881,-88.0408
2023-01,7821,45.7883,-88.0415
2023-01,56504,42.8129,-86.0335
2023-01,1865,46.50625,-84.349267
2023-01,55297,42.32238,-86.29368
2023-01,10149,45.062836,-83.423333
2023-01,7831,45.7291,-85.5244
2023-01,56416,43.7092,-82.9633
2023-01,54415,44.26169,-85.435224
2023-01,58254,42.934444,-85.3475
2023-01,1760,41.8436,-85.6694
2023-01,1761,41.8056,-85.7505
2023-01,6000,41.975604,-86.565206
2023-01,59853,42.19,-86.23
2023-01,1753,41.9439,-86.3289
2023-01,1754,41.839566,-86.35105
2023-01,50860,42.949575,-85.693209
2023-01,1827,43.704076,-86.366256
2023-01,60559,46.56597,-87.437245
2023-01,1840,46.575965,-87.403579
2023-01,1842,46.571639,-87.410455
2023-01,1844,42.2717,-84.9411
2023-01,10745,43.5861,-84.2242
2023-01,10328,42.7178,-84.4836
2023-01,54915,43.9375,-86.425
2023-01,60883,43.941851,-82.898675
2023-01,59452,42.248889,-83.628889
2023-01,60945,42.7151,-84.4824
2023-01,7118,46.3156,-87.5128
2023-01,58580,43.757778,-83.297778
2023-01,58587,43.526944,-83.566944
2023-01,58222,42.9896,-82.4379
2023-01,58330,42.256111,-84.788333
2023-01,58351,43.525278,-83.65
2023-01,58196,43.834167,-85.355833
2023-01,59785,43.45965,-85.9761
2023-01,63831,43.472885,-83.411763
2023-01,62422,43.02268,-83.94527
2023-01,63977,43.33349,-85.506011
2023-01,64500,41.834826,-85.007397
2023-01,64499,41.96019,-84.67383
2023-01,64498,43.428036,-84.119325
2023-01,64497,43.402157,-85.4535
2023-01,57131,44.19,-85.2983
2023-01,58103,45.795556,-86.533889
2023-01,58891,43.850833,-82.7825
2023-01,65497,45.796239,-86.534614
2023-01,65498,45.797967,-86.534425
2023-01,64456,42.326656,-85.048584
2023-01,64457,43.100538,-83.781622
2023-01,64458,43.093344,-83.777071
2023-01,64459,43.433775,-84.118662
2023-01,64470,43.099899,-83.771004
2023-01,64460,43.149282,-83.679171
2023-01,64461,43.151133,-83.690891
2023-01,64462,43.50677,-83.996589
2023-01,64463,44.273592,-85.212021
2023-01,10819,42.962672,-85.494071
2023-01,63019,44.77666,-85.692272
2023-01,63020,44.77666,-85.692272
2023-01,63660,44.776787,-85.701356
2023-01,64251,46.189254,-84.345452
2023-01,65143,43.919558,-82.794428
2023-01,60102,43.216639,-86.214444
2023-01,64496,41.982616,-83.888515
2023-01,64567,42.084451,-84.135276
2023-01,64568,42.274575,-84.135276
2023-01,64581,42.471621999999996,-86.096859
2023-01,55460,41.862114,-86.221394
2023-01,61954,42.7,-84.701
2023-01,61955,42.707,-84.7
2023-01,63538,43.043718,-83.95998
2023-01,64196,43.022705,-83.942728
2023-01,58908,43.256944,-84.499722
2023-01,61916,43.452003,-83.50721
2023-01,61435,41.934117,-84.997244
2023-01,65346,43.437,-86.353
2023-01,65347,42.965793,-84.142858
2023-01,58704,42.813056,-85.986111
2023-01,63321,43.012,-84.528
2023-01,63322,41.753,-83.524
2023-01,61392,46.512697,-87.510741
2023-01,59875,44.475314,-95.669011
2023-01,64906,43.78177,-91.94974
2023-01,64907,43.74609,-92.12943
2023-01,64930,44.04105,-91.7669
2023-01,64932,43.8066,-91.791594
2023-01,60631,44.66438,-93.108809
2023-01,60632,44.79642,-93.429593
2023-01,61140,43.845905,-93.83675
2023-01,61141,44.24,-93.96
2023-01,61542,45.643438,-95.526171
2023-01,61543,44.093763,-93.401684
2023-01,61544,44.213446,-93.552423
2023-01,61545,44.847916,-92.874985
2023-01,61547,45.21643,-93.718376
2023-01,61548,45.430807,-94.02188
2023-01,61455,45.6236,-94.0782
2023-01,61454,45.665,-94.2254
2023-01,61453,45.0695,-93.6432
2023-01,61456,44.9517,-94.0556
2023-01,61494,45.1831,-93.7341
2023-01,61495,44.8071,-93.8717
2023-01,61504,44.125053,-93.279116
2023-01,61505,44.726789,-92.669448
2023-01,61506,44.795624,-95.209719
2023-01,61516,44.17897,-93.968902
2023-01,58691,43.587283,-95.375119
2023-01,60833,44.022374,-92.756972
2023-01,60830,44.529703,-93.410622
2023-01,60838,44.36714,-92.01928
2023-01,60834,44.021848,-92.592192
2023-01,60836,45.334575,-93.775577
2023-01,60835,44.220122,-92.654324
2023-01,1958,45.889167,-95.379722
2023-01,1956,43.63711,-95.932794
2023-01,1966,43.866,-93.0504
2023-01,1964,45.314444,-95.602777
2023-01,1967,43.6375,-94.101667
2023-01,10487,48.608054,-93.404313
2023-01,50636,46.3758,-94.1817
2023-01,10486,48.606700000000004,-93.4066
2023-01,10863,44.187066,-93.99242
2023-01,54211,46.9026,-96.76112
2023-01,54212,47.76468,-96.633375
2023-01,54214,47.927202,-97.007153
2023-01,10013,44.9833,-93.280382
2023-01,10849,47.286573,-91.260531
2023-01,1970,46.8175,-95.843333
2023-01,1969,45.041378,-93.790522
2023-01,1971,45.3158,-93.5781
2023-01,1913,44.781,-93.042
2023-01,1927,45.0203,-93.2753
2023-01,1934,44.1967,-94.0009
2023-01,1911,44.982359,-93.254163
2023-01,1912,44.9314,-93.1117
2023-01,1915,45.03,-92.7786
2023-01,1922,45.3338,-93.8493
2023-01,1925,44.622,-92.6333
2023-01,1926,44.5692,-92.516912
2023-01,1904,44.8108,-93.2501
2023-01,1976,47.750278,-90.357222
2023-01,2004,43.6661,-92.0831
2023-01,2009,44.5431,-95.1178
2023-01,7982,44.5331,-95.1122
2023-01,54224,44.020576,-92.465599
2023-01,56174,44.0667,-96.0667
2023-01,56459,44.2667,-96.3444
2023-01,56296,43.7938,-94.8499
2023-01,7925,43.798439,-94.841451
2023-01,56793,43.7542,-94.9497
2023-01,56794,44.1238,-96.0784
2023-01,57649,43.6848,-94.8799
2023-01,60652,45.11444,-93.813799
2023-01,6090,45.3808,-93.8931
2023-01,2005,45.569468,-93.587244
2023-01,8105,47.350064,-96.831911
2023-01,1999,44.5431,-93.5731
2023-01,2002,45.510601,-92.979042
2023-01,1975,44.7709,-94.1582
2023-01,2038,45.601,-93.2081
2023-01,2039,45.296797,-93.558447
2023-01,6741,45.805443,-92.97176
2023-01,6824,44.905026,-93.820761
2023-01,7843,43.799446,-92.682874
2023-01,57248,43.6825,-94.5892
2023-01,56054,43.978486,-92.851078
2023-01,1977,44.811685,-95.53455
2023-01,1972,44.525887,-94.718812
2023-01,7977,44.8047,-95.557
2023-01,2042,45.229073,-94.009673
2023-01,2007,44.212981,-92.480177
2023-01,6058,44.0322,-92.4908
2023-01,1943,46.290641,-96.043252
2023-01,7947,47.544582,-95.129652
2023-01,65713,44.022721,-96.052322
2023-01,50639,46.7243,-92.4298
2023-01,56269,44.0587,-92.5119
2023-01,60564,44.039023,-92.551866
2023-01,8027,44.7855,-93.4315
2023-01,55265,44.129369,-96.116971
2023-01,2003,44.0833,-93.23
2023-01,2001,44.3159,-94.4581
2023-01,56424,43.61407,-92.59882
2023-01,56750,44.057778,-95.2525
2023-01,56994,43.7189,-92.705
2023-01,57047,43.7036,-95.7131
2023-01,57385,44.245556,-96.406389
2023-01,59201,43.805,-92.769722
2023-01,60504,44.544137,-96.36824
2023-01,61650,44.445293,-96.35276
2023-01,64623,43.513056,-93.188617
2023-01,1929,43.988158,-94.61564
2023-01,54262,44.09785,-92.479815
2023-01,2013,43.687322,-92.389392
2023-01,52054,44.092689,-94.108817
2023-01,57813,43.991667,-91.877777
2023-01,57069,44.9156,-93.1994
2023-01,57665,44.978889,-93.247777
2023-01,57823,45.589722,-95.876944
2023-01,2018,47.522428,-92.540951
2023-01,54294,44.8256,-93.1139
2023-01,55133,44.8196,-93.1156
2023-01,50252,45.617996,-94.200786
2023-01,56626,43.6181,-95.4172
2023-01,56247,44.8283,-93.1167
2023-01,57207,44.8244,-93.1139
2023-01,57208,44.8289,-93.1167
2023-01,55980,43.899722,-95.950556
2023-01,55981,43.9204,-95.955885
2023-01,56617,43.852778,-96.018333
2023-01,56876,43.8006,-92.6822
2023-01,57374,43.675,-95.156666
2023-01,57732,45.5897,-95.877033
2023-01,61357,44.478,-96.1538
2023-01,62269,44.104377,-96.126733
2023-01,57880,44.728333,-93.048056
2023-01,2020,43.74453,-93.724129
2023-01,30,44.0501,-94.4178
2023-01,2014,48.114262,-96.179176
2023-01,56577,44.1508,-96.1361
2023-01,57274,45.8033,-95.8844
2023-01,57296,44.461908,-93.156387
2023-01,63689,47.870581,-96.318586
2023-01,56207,43.651389,-95.368611
2023-01,56208,43.651389,-95.3825
2023-01,56210,43.651389,-95.3755
2023-01,6358,44.888881,-94.349348
2023-01,56643,44.942889,-93.096559
2023-01,55561,44.42,-96.4347
2023-01,55562,44.4289,-96.4358
2023-01,55563,44.4231,-96.4458
2023-01,55564,44.4278,-96.43
2023-01,55565,44.4233,-96.4411
2023-01,55566,44.4131,-96.4325
2023-01,55567,44.2081,-96.1989
2023-01,55568,44.2258,-96.2789
2023-01,55569,44.2358,-96.2383
2023-01,55570,44.2364,-96.2331
2023-01,55571,44.2128,-96.2131
2023-01,55572,44.2275,-96.2192
2023-01,55573,44.2253,-96.235
2023-01,55574,44.2297,-96.225
2023-01,55576,47.0053,-96.4356
2023-01,56580,43.6558,-94.1536
2023-01,56581,43.6558,-94.1564
2023-01,55010,44.7956,-92.9119
2023-01,1973,43.6579,-94.4647
2023-01,56414,44.502778,-95.175
2023-01,56415,43.575,-94.446667
2023-01,57903,45.847778,-93.354167
2023-01,60254,44.085225,-93.262714
2023-01,56494,43.6861,-92.6272
2023-01,56202,43.980278,-96.223333
2023-01,56204,44.0364,-96.0736
2023-01,2022,45.121705,-95.053236
2023-01,57034,45.1272,-95.025
2023-01,57119,44.7956,-93.5386
2023-01,56245,45.585,-95.9042
2023-01,57035,45.105,-95.0844
2023-01,2023,43.86811,-95.114444
2023-01,2024,43.63349,-95.609234
2023-01,57281,43.76,-94.7514
2023-01,54939,44.7806,-93.3094
2023-01,57547,44.1125,-91.924722
2023-01,55782,43.754739,-95.853447
2023-01,57351,43.9811,-96.4269
2023-01,57198,43.724596,-93.450429
2023-01,50413,44.026072,-92.432313
2023-01,57386,44.018889,-96.065277
2023-01,2021,44.0399,-95.4429
2023-01,56307,43.554778,-92.724139
2023-01,55342,43.985833,-96.078611
2023-01,57434,43.902753,-96.021744
2023-01,54533,44.796405,-95.179787
2023-01,56205,44.0236,-96.0789
2023-01,56209,44.05,-96.0933
2023-01,56241,44.536688,-92.915528
2023-01,1982,44.1172,-93.7073
2023-01,57017,44.8158,-94.2489
2023-01,2011,44.298116,-94.725191
2023-01,2012,44.239539,-94.976262
2023-01,56100,43.9742,-92.0597
2023-01,1987,43.720026,-91.977738
2023-01,1985,44.106888,-94.219697
2023-01,55809,44.0119,-96.1125
2023-01,1980,44.895741,-94.368433
2023-01,7415,43.674186,-95.1706
2023-01,54285,44.760249,-92.867743
2023-01,1989,45.128164,-94.53515
2023-01,1979,47.4294,-92.935
2023-01,1983,44.2718,-92.9848
2023-01,1990,43.654444,-96.201944
2023-01,1993,44.446585,-95.792118
2023-01,1901,46.655,-92.3333
2023-01,1902,47.9344,-91.7639
2023-01,10075,47.5314,-90.9114
2023-01,10686,47.234825,-93.537169
2023-01,56630,47.5747,-92.5917
2023-01,7844,44.795231,-93.581013
2023-01,56164,44.3356,-93.290556
2023-01,57432,43.920556,-93.140555
2023-01,1998,43.9405,-94.9434
2023-01,7855,46.895,-96.7347
2023-01,57910,46.8661,-96.7464
2023-01,1996,46.454097,-92.760557
2023-01,1891,47.5306,-92.1619
2023-01,1892,45.8614,-94.3592
2023-01,1893,47.2611,-93.6528
2023-01,1894,46.666768,-92.293897
2023-01,1895,46.726627,-92.448619
2023-01,1896,45.975013,-94.369094
2023-01,1897,46.735331,-92.151711
2023-01,1898,46.316033,-94.484944
2023-01,1899,46.709126,-92.421733
2023-01,1900,46.305,-94.3775
2023-01,1997,45.877088,-93.295137
2023-01,1994,45.675,-94.815277
2023-01,58929,45.676389,-94.801944
2023-01,60647,44.783611,-93.481111
2023-01,378,47.287206,-93.498266
2023-01,63743,43.82563,-93.43378
2023-01,57644,43.828217,-96.321567
2023-01,62336,44.529,-93.395
2023-01,62359,44.72,-93.788
2023-01,62335,44.529,-93.348
2023-01,62337,44.839,-93.888
2023-01,62339,45.468,-92.872
2023-01,62358,44.848,-93.846
2023-01,62360,44.818,-93.785
2023-01,62365,45.259,-93.791
2023-01,63138,45.515706,-94.109836
2023-01,63139,45.52079,-94.13041
2023-01,63140,44.681452,-93.768207
2023-01,63141,45.491496,-92.813822
2023-01,63142,45.43538,-94.64286
2023-01,63143,44.238655,-92.67075
2023-01,63144,45.62512,-94.049866
2023-01,63145,45.347008,-92.922343
2023-01,63146,45.671603,-94.748979
2023-01,63147,45.49896,-95.139788
2023-01,63148,45.139302,-94.739521
2023-01,63151,45.231914,-92.885607
2023-01,63152,44.985518,-95.766554
2023-01,58563,44.435556,-93.906389
2023-01,63153,46.97727,-96.500779
2023-01,63154,47.021803,-96.479959
2023-01,63155,47.00414,-96.50004
2023-01,63156,47.02945,-96.49989
2023-01,63157,44.427985,-94.930618
2023-01,63158,44.454726,-94.926419
2023-01,63159,44.269143,-94.20905
2023-01,63160,43.83688,-93.38967
2023-01,63169,46.983191,-96.500649
2023-01,63170,44.22443,-95.68949
2023-01,63215,44.422314,-94.92664
2023-01,63216,44.413,-95.009
2023-01,63221,44.41301,-94.9858
2023-01,60519,45.641268,-94.599251
2023-01,60520,45.247009,-94.106932
2023-01,60521,45.140869,-94.769733
2023-01,60522,45.452479,-92.901952
2023-01,60523,44.026007,-92.881554
2023-01,60524,44.154526,-93.916561
2023-01,60525,44.759275,-92.824883
2023-01,60526,44.320364,-93.903166
2023-01,60527,45.195854,-93.812137
2023-01,60528,45.401289,-92.693726
2023-01,60529,45.055628,-93.922807
2023-01,60530,45.392905,-94.721226
2023-01,60944,45.382813,-95.203741
2023-01,63593,45.498798,-95.162232
2023-01,63594,44.732611,-94.623028
2023-01,63595,45.669611,-95.510528
2023-01,63596,45.401833,-94.722778
2023-01,63597,44.790278,-94.082833
2023-01,63598,44.783167,-95.361083
2023-01,63599,44.725639,-94.495083
2023-01,60531,44.206624,-92.663649
2023-01,60532,44.092414,-93.530984
2023-01,60533,44.274932,-93.310634
2023-01,60534,44.789894,-93.901292
2023-01,61500,44.851028,-93.778397
2023-01,61672,45.438123,-94.044166
2023-01,62414,44.554384,-92.661686
2023-01,57966,44.980833,-93.249722
2023-01,59197,44.978611,-93.240833
2023-01,58164,43.980278,-95.767222
2023-01,57289,43.612222,-94.191944
2023-01,60937,43.906524,-96.138235
2023-01,60938,44.044924,-92.988569
2023-01,60939,44.949053,-95.511257
2023-01,60940,45.300294,-92.804361
2023-01,60941,43.928851,-93.956064
2023-01,60942,44.413186,-94.907619
2023-01,60943,44.936146,-94.854097
2023-01,65448,45.273,-93.83
2023-01,65449,45.43,-94.026
2023-01,65451,44.368,-92.028
2023-01,65452,43.866,-91.323
2023-01,65453,44.543,-94.226
2023-01,65455,44.101,-94.077
2023-01,66339,46.39096,-94.14054
2023-01,60919,44.796611,-93.436971
2023-01,56002,43.5564,-96.303611
2023-01,56544,43.9578,-95.1306
2023-01,56586,43.5811,-95.78
2023-01,56587,43.5833,-95.7781
2023-01,56588,43.586111,-95.776111
2023-01,56589,43.581111,-95.775833
2023-01,56590,43.586111,-95.780278
2023-01,60837,45.253488,-92.89397
2023-01,61072,44.080995,-93.285927
2023-01,59709,44.88,-93.21
2023-01,60832,44.623117,-93.134002
2023-01,61671,44.392415,-92.595952
2023-01,63432,44.287778,-96.433333
2023-01,63433,44.315537,-96.331677
2023-01,65714,44.011,-96.0446
2023-01,55208,44.2917,-96.375
2023-01,63431,43.6256,-95.3725
2023-01,60935,44.6922,-92.8169
2023-01,60958,44.937098,-93.828672
2023-01,58197,44.093333,-94.276667
2023-01,59852,45.47,-92.91
2023-01,60971,45.667472,-94.708334
2023-01,61203,45.431189,-94.426041
2023-01,61426,45.398562,-92.679157
